CODICEIDENTIFICATIVOFARMACIA;CODFARMACIAASSEGNATODAASL;INDIRIZZO;DESCRIZIONEFARMACIA;PARTITAIVA;CAP;CODICECOMUNEISTAT;DESCRIZIONECOMUNE;FRAZIONE;CODICEPROVINCIAISTAT;SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;CODICEREGIONE;DESCRIZIONEREGIONE;DATAINIZIOVALIDITA;DATAFINEVALIDITA;DESCRIZIONETIPOLOGIA;CODICETIPOLOGIA;LATITUDINE;LONGITUDINE;LOCALIZE
991;57120;Corso Roma, 27;VIGANO';-;28028;003116;PETTENASCO;-;003;NO;NOVARA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,8143854;8,4105879;1
992;57175;Via Caire Albertoletti, 10;BERGAMASCO;01234910030;28016;003112;ORTA SAN GIULIO;-;003;NO;NOVARA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,7899917287222;8,41532829204805;1
992;57175;Via Caire Albertoletti, 10;BERGAMASCO;-;28016;003112;ORTA SAN GIULIO;-;003;NO;NOVARA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,7899917287222;8,41532829204805;1
993;57016;Viale Cadorna, 26;PIATTO DR. EMIDIO;02110440035;28011;003006;ARMENO;-;003;NO;NOVARA;010;PIEMONTE;01/01/2013;-;Ordinaria;1;45,8193009398102;8,43899546378529;1
993;57260;Viale Cadorna, 26;EREDI DOTT. URBANO;-;28011;003006;ARMENO;-;003;NO;NOVARA;010;PIEMONTE;01/09/2007;31/12/2012;Ordinaria;1;45,8193009398102;8,43899546378529;1
993;57260;Viale Cadorna, 26;URBANO ONOFRIO;01834560037;28011;003006;ARMENO;-;003;NO;NOVARA;010;PIEMONTE;01/01/2005;31/08/2007;Ordinaria;1;45,8193009398102;8,43899546378529;1
994;57271;Via P. Durio, 128;DEL LAGO DOTT. MARCHIANDI MARCO & LAVATELLI SNC;01861010039;28010;003115;PELLA;ALZO DI PELLA;003;NO;NOVARA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,8107127430069;8,38576107665003;1
996;55016;Via Giuseppe Garibaldi, 47;EMER;-;28831;103008;BAVENO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,9155248989008;8,49347247274397;1
996;55016;Via Giuseppe Garibaldi, 47;EMER;00104570031;28831;103008;BAVENO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,9155248989008;8,49347247274397;1
997;55090;Via XXV Aprile, 30 B;PRETTI ANTONIO;00125510032;28044;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/12/2009;Ordinaria;1;45,9382137245306;8,57350480008622;1
997;55090;Via XXV Aprile, 30 B;PRETTI FIAMMA;02254290030;28044;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2011;28/02/2013;Ordinaria;1;45,9382137245306;8,57350480008622;1
997;55090;Via XXV Aprile, 30 B;EREDI DR. PRETTI ANTONIO;02215470036;28044;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2010;31/12/2010;Ordinaria;1;45,9382137245306;8,57350480008622;1
997;55025;Via XXV Aprile, 30 B;SAN VITTORE SNC;02349510038;28921;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,9382137245306;8,57350480008622;1
998;55017;Piazza Gramsci, 13/a;EREDI DR.SSA NITAIS ELOISA;08332890964;28922;103072;VERBANIA;PALLANZA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9351110226357;8,54025795590993;1
999;55018;Via Regina Elena, 2;ZAMBELLI PAOLO;02114120187;28818;103055;PREMENO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,979078;8,5978239;1
1000;55296;Via Farinelli, 4;COMUNALE;00182910034;28044;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9351110226357;8,54025795590993;1
1001;55300;Via 42  Martiri, 107;MELE;00986140036;28040;103072;VERBANIA;FONDOTOCE;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9408616276398;8,4664232835228;1
1002;55344;Via Negarè, 1;GASPAROTTO;01077310033;28814;103015;CAMBIASCA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;30/09/2012;Ordinaria;1;45,962377;8,544624;1
1002;55344;Via Negar, 1;EREDI DOTT.SSA GASPAROTTO ELDA;04675740288;28814;103015;CAMBIASCA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/10/2012;-;Ordinaria;1;45,962377;8,544624;1
1003;55019;Via San Carlo, 7;OLIVIERI PAOLA;01073060038;28831;103008;BAVENO;FERIOLO;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;29/02/2012;Ordinaria;1;45,9408616276398;8,4664232835228;1
1003;55024;Via  42 Martiri, 13/a;ROI-OLIVIERI SNC;02212340034;28831;103008;BAVENO;FERIOLO;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2012;-;Ordinaria;1;45,9408616276398;8,4664232835228;1
1004;55370;Piazzale Italia 3/A Frazione Gonte;AZZURRA;-;28824;103049;OGGEBBIO;GONTE;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,997679;8,650425;1
1004;55021;Piazzale Italia 3/A;AZZURRA DR.SSA ROSSI;01085840039;28824;103049;OGGEBBIO;GONTE;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;31/08/2010;Ordinaria;1;45,997679;8,650425;1
1004;55021;Piazzale Italia 3/A;AZZURRA DR.SSA ROSSI;01378250623;28824;103049;OGGEBBIO;GONTE;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,997679;8,650425;1
1005;55381;Corso Mameli, 141;SAN GIORGIO SNC;02100470034;28921;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2008;28/02/2013;Ordinaria;1;45,9351110226357;8,54025795590993;1
1005;55381;Corso Mameli, 141;SAN GIORGIO SNC;01136940036;28921;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;45,9351110226357;8,54025795590993;1
1005;55022;Corso Mameli, 141;SAN GIORGIO DR. ANDREA GRASSO;02371340031;28921;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,9351110226357;8,54025795590993;1
1006;55392;Piazza Colla, 8;CAMMARERI;-;28836;103034;GIGNESE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,861518;8,509313900000002;1
1006;55392;Piazza Colla, 8;CAMMARERI;01231430032;28836;103034;GIGNESE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,861518;8,509313900000002;1
1007;55403;Viale Azari, 94;GIUSSANI;01261930034;28048;103072;VERBANIA;PALLANZA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9351110226357;8,54025795590993;1
1008;55414;Via Principe Tomaso ang. P.zza Rossi;INTERNAZIONALE GIULIANO ANTONIO;01185660030;28838;103064;STRESA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;28/02/2013;Ordinaria;1;45,8995835;8,5393296;1
1008;55414;Via Principe Tomaso ang. P.zza Rossi;INTERNAZIONALE GIULIANO ANTONIO;-;28838;103064;STRESA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,8995835;8,5393296;1
1008;55414;P.zza Rossi, 3/A;INTERNAZIONALE GIULIANO ANTONIO;01185660030;28838;103064;STRESA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,8995835;8,5393296;1
1009;55023;Via Troubetskoy, 118;ANTICA DI SUNA;02143260038;28925;103072;VERBANIA;SUNA DI VERBANIA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/09/2010;-;Ordinaria;1;45,9351110226357;8,54025795590993;1
1009;55425;Via Troubetskoy, 118;ANTICA DI SUNA;00631460037;28925;103072;VERBANIA;SUNA DI VERBANIA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;31/08/2010;Ordinaria;1;45,9351110226357;8,54025795590993;1
1009;55425;Via Troubetskoy, 118;ANTICA DI SUNA;-;28925;103072;VERBANIA;SUNA DI VERBANIA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,9351110226357;8,54025795590993;1
1010;55451;Via Cavour, 16;POLISSENI;01356920031;28838;103064;STRESA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;28/02/2011;Ordinaria;1;45,88429455;8,5391737;1
1010;55026;Via Cavour, 16;POLISSENI SNC DI POLISSENI MAURIZIO E MARCHI MAURIZIA;02257310033;28838;103064;STRESA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2011;-;Ordinaria;1;45,88429455;8,5391737;1
1011;55510;Via Domenico Uccelli, 18;CATALUCCI ROBERTO SNC;01468420037;28822;103017;CANNOBIO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,0598809623349;8,69869578850696;1
1012;55532;Via Sempione, 32;MAULINI ANNA;01563100039;28802;103044;MERGOZZO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,96128;8,4495252;1
1013;55565;Corso Belvedere, 197;VERBANIA;00424700961;28823;103033;GHIFFA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9577747;8,6193636;1
1014;55576;Piazza Matteotti, 25/B;NAVA SILVIO;01692590035;28044;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;45,9351110226357;8,54025795590993;1
1014;55576;Piazza Matteotti, 25/C/D;NAVA SILVIO;01692590035;28921;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,9351110226357;8,54025795590993;1
1015;55591;Via De Notaris, 1;SIRONI GIORGIO;01746770039;28923;103072;VERBANIA;TROBASO DI VERBANIA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9351110226357;8,54025795590993;1
1016;55602;Via Guglielmo Marconi, 47;MORO SANDRO;01764220032;28821;103016;CANNERO RIVIERA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,0222735;8,6841465;1
1017;55613;Via Vittorio Veneto, 5/a;ANTICA DEL LAGO DR.SSA FIORELLA DI MAIRA & C. SAS;01784300038;28822;103017;CANNOBIO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2008;-;Ordinaria;1;46,06612305;8,69582415;1
1017;55613;Via Vittorio Veneto, 5/a;ANTICA DEL LAGO DR.SSA FIORELLA DI MAIRA & C. SAS;-;28822;103017;CANNOBIO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/12/2007;Ordinaria;1;46,06612305;8,69582415;1
1018;55020;Via Mazzini, 63;DEL LAGO Dr.ssa Rasia Dal Polo Elisabetta;-;28832;103010;BELGIRATE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2009;31/05/2009;Ordinaria;1;45,8454898653939;8,57907918946258;1
1018;55020;Via Mazzini, 63;DEL LAGO Dr.ssa Rasia Dal Polo Elisabetta;01815700052;28832;103010;BELGIRATE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;30/09/2010;Ordinaria;1;45,8454898653939;8,57907918946258;1
1018;55020;Via Mazzini, 63;DEL LAGO Dr.ssa Rasia Dal Polo Elisabetta;02759340124;28832;103010;BELGIRATE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/10/2010;-;Ordinaria;1;45,8454898653939;8,57907918946258;1
1019;55635;Piazza Barozzi, 20;BIALLO VINCENZO;01822520035;28813;103009;BEE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,9691947174842;8,57881886907296;1
1019;55635;Piazza Barozzi, 20;NAVONI;01822520035;28813;103009;BEE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;45,9691947174842;8,57881886907296;1
1020;55646;Piazza Ranzoni, 39;BORRONI DI MASSARELLI A.;01886570033;28921;103072;VERBANIA;INTRA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9351110226357;8,54025795590993;1
1021;56033;Via Galletti, 13;OSSOLANA;00041070038;28845;103028;DOMODOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/10/2012;Ordinaria;1;46,1143649;8,2912954;1
1021;56033;Via Galletti, 13;OSSOLANA DI NOBILI PIERO VITTORIO & C. SAS;02296410034;28845;103028;DOMODOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/11/2012;-;Ordinaria;1;46,1143649;8,2912954;1
1022;56066;Via Roma, 29;DEVASINI SAGLIO;00386690036;28885;103053;PIEDIMULERA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,0235927818992;8,24773064208121;1
1023;56081;Via Giacomo Matteotti, 45;ZANARIA;00227350030;28857;103062;SANTA MARIA MAGGIORE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,1630368112691;8,4498504935449;1
1024;56092;Via Protasio, 1;FABRIS;00475860037;28879;103070;VANZONE CON SAN CARLO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;45,9866775563446;8,1059806620232;1
1024;56092;Via Protasio, 1;FABRIS;-;28879;103070;VANZONE CON SAN CARLO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,9866775563446;8,1059806620232;1
1025;56114;Via Vittoni, 18 - (Cond. Centrale);SIMONETTA;00216460030;28844;103075;VILLADOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;30/06/2007;Ordinaria;1;46,0732621;8,2647137;1
1025;56025;Via Vittoni, 18 - (Cond. Centrale);DI VILLADOSSOLA SNC;02068380035;28844;103075;VILLADOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/07/2007;-;Ordinaria;1;46,0732621;8,2647137;1
1025;56114;Via Vittoni, 18 - (Cond. Centrale);SIMONETTA;-;28844;103075;VILLADOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;46,0732621;8,2647137;1
1026;56125;Via Nazionale, 188;SACCHI;00209050038;28805;103077;VOGOGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;28/02/2013;Ordinaria;1;46,007278;8,293525899999999;1
1026;56125;Via Nazionale, 188;SACCHI;-;28805;103077;VOGOGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;46,007278;8,293525899999999;1
1026;56125;Via Nazionale, 188;SACCHI SAS DI SACCHI DR. CESARE & C.;02313840031;28805;103077;VOGOGNA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;46,007278;8,293525899999999;1
1027;56136;Via Roma, 13;MARINONE DI VEGGIA SAS;02076350038;28861;103006;BACENO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2009;28/02/2013;Ordinaria;1;46,2584068380168;8,31789451689838;1
1027;56029;Via Roma, 11;VEGGIA SAS DI VEGGIA DR. SANDRA;02076350038;28861;103006;BACENO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;46,2584068380168;8,31789451689838;1
1027;56136;Via Roma, 11;MARINONE EREDI;00101150035;28861;103006;BACENO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;28/02/2009;Ordinaria;1;46,2584068380168;8,31789451689838;1
1028;56140;Via Tre Acque, 6;BOVIO;00460000037;28854;103041;MALESCO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/01/2013;Ordinaria;1;46,1287563491059;8,49851287623615;1
1028;56140;Via Tre Acque, 6;BOVIO LUCA;02344930033;28854;103041;MALESCO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/02/2013;-;Ordinaria;1;46,1287563491059;8,49851287623615;1
1029;56023;Piazza Municipio, 8;ANGELINI ROBERTO;04432690966;28876;103039;MACUGNAGA;STAFFA;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9534102701132;7,95566635612864;1
1030;56206;Piazza Rosselli, 6;COMUNALE DOMODOSSOLA;00182910034;28845;103028;DOMODOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;46,1229221711497;8,25405411404666;1
1030;56206;Via Sant'Antonio 1;COMUNALE DOMODOSSOLA;01555160033;28845;103028;DOMODOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;46,1229221711497;8,25405411404666;1
1030;56206;Piazza Rosselli, 6;COMUNALE DOMODOSSOLA;01555160033;28845;103028;DOMODOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/09/2010;28/02/2013;Ordinaria;1;46,1229221711497;8,25405411404666;1
1031;56302;Via Sempione, 7;FOLGHERA;-;28868;103071;VARZO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;46,2068161;8,246143;1
1031;56302;Via Sempione, 7;FOLGHERA;00576190037;28868;103071;VARZO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;46,2068161;8,246143;1
1032;56313;Via Caduti Liberta', 30;ROSSO;00887070035;28803;103057;PREMOSELLO-CHIOVENDA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;46,0167291962819;8,36261289414633;1
1032;56313;Via Caduti Liberta', 30;ROSSO;-;28803;103057;PREMOSELLO-CHIOVENDA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;46,0167291962819;8,36261289414633;1
1033;56346;Via Domodossola, 94;FRANZOSI;01029580030;28844;103075;VILLADOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,0756871007024;8,26777170650092;1
1034;56350;Piazza Marconi, 10;FARMACIA VEGGIA SANDRA;-;28862;103026;CRODO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;46,2239285;8,32367265;1
1034;56028;Piazza Marconi, 10;FARMACIA DI VEGGIA SAS;02076350038;28862;103026;CRODO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2009;-;Ordinaria;1;46,2239285;8,32367265;1
1034;56350;Piazza Marconi, 10;FARMACIA VEGGIA SANDRA;01025640036;28862;103026;CRODO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;28/02/2009;Ordinaria;1;46,2239285;8,32367265;1
1035;56361;Via Domodossola, 35;FANTONE;01037820030;28853;103029;DRUOGNO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,1317756644119;8,41229753822608;1
1036;56416;Via Sempione, 194;CAMISANI;01097340036;28865;103025;CREVOLADOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,1653942004806;8,27879634684932;1
1037;56442;Via Sempione, 54;GUERRA;01223080035;28884;103052;PALLANZENO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;46,0427957867661;8,26041809999019;1
1037;56442;Via Sempione, 6;GUERRA;01223080035;28884;103052;PALLANZENO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;46,0427957867661;8,26041809999019;1
1038;56490;Via A. Di Dio, 29;CIANA;00633970033;28877;103051;ORNAVASSO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9703303;8,4148053;1
1039;56026;Via Seppiana, 71/a;DI SEPPIANA SAS;02100020037;28843;103063;SEPPIANA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/07/2007;-;Ordinaria;1;46,0489454217084;8,21819254721291;1
1039;56523;Via Seppiana, 71/a;CELESIA;01425110036;28843;103063;SEPPIANA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;30/06/2007;Ordinaria;1;46,0489454217084;8,21819254721291;1
1040;56534;Piazza Cavour, 7;BOGANI LUCIA;01300000039;28845;103028;DOMODOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,11713295;8,29264335;1
1041;56545;Via Provinciale, 51;BIZZERRI MAGDA SNC;01427660038;28855;103042;MASERA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;31/12/2009;Ordinaria;1;46,099029530535;8,31423908971314;1
1041;56545;Via Provinciale, 51;BIZZERRI MAGDA SNC;-;28855;103042;MASERA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;46,099029530535;8,31423908971314;1
1041;56030;Via Provinciale, 8;DI MASERA DI GRILLO LAURA;02214370039;28855;103042;MASERA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;46,099029530535;8,31423908971314;1
1041;56030;Via Provinciale, 51;DI MASERA DI GRILLO LAURA;02214370039;28855;103042;MASERA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2010;28/02/2013;Ordinaria;1;46,099029530535;8,31423908971314;1
1042;56027;Strada Statale 337, n. 9;CALDERARA SNC;01420350033;28859;103068;TRONTANO;CROPPO;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,1133732;8,3102925;1
1043;56582;Via Cicoletti, 6;MONTI FRANCO & C. SNC;01470470038;28886;103054;PIEVE VERGONTE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9834673956195;8,27418295227538;1
1044;56641;Via Novello Bianchi, 8;GALLENZI LUCIA E DANIELA SNC;-;28844;103075;VILLADOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;46,0651314192502;8,2616792442154;1
1044;56641;Via Novello Bianchi, 8;GALLENZI LUCIA E DANIELA SNC;01599360037;28844;103075;VILLADOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;-;Ordinaria;1;46,0651314192502;8,2616792442154;1
1045;56685;Località Molini, 36;DI NOIA;01720320033;28873;103014;CALASCA-CASTIGLIONE;Molini;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;45,9996608277824;8,18376644467193;1
1045;56685;Localit Molini, 36;DI NOIA;01720320033;28873;103014;CALASCA-CASTIGLIONE;Molini;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,9996608277824;8,18376644467193;1
1046;56711;Piazza Mercato, 6;SAMONINI;01813420039;28845;103028;DOMODOSSOLA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;46,11575819999999;8,2910589;1
1047;56733;-;NEGRI CARLO - DICHIARATA FALLITA;01840660037;28852;103024;CRAVEGGIA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/05/2006;Ordinaria;1;46,14127329999999;8,4870587;1
1047;56024;Regione Siberia, 4;CASTELNUOVO MASSIMO;02014660035;28852;103024;CRAVEGGIA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/06/2006;-;Ordinaria;1;46,14127329999999;8,4870587;1
1048;56744;Piazza Monsignor Peretti, 14/a;DEL SANTUARIO DI CORONA MASSIMO;-;28856;103060;RE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/08/2010;Ordinaria;1;46,1302023014757;8,54423779851065;1
1048;56744;Piazza Monsignor Peretti, 14/a;DEL SANTUARIO DI CORONA MASSIMO;02047490020;28856;103060;RE;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/09/2010;-;Ordinaria;1;46,1302023014757;8,54423779851065;1
1049;57018;Via IV Novembre, 268/a;SAN FERMO SNC DI POLINETTI DR. ARRIGO & C.;00392050035;28887;103050;OMEGNA;CRUSINALLO;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,8706685547757;8,41762425790799;1
1049;57083;Via IV Novembre, 268/a;SAN FERMO;-;28887;103050;OMEGNA;CRUSINALLO;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;31/03/2007;Ordinaria;1;45,8706685547757;8,41762425790799;1
1049;57083;Via IV Novembre, 268/a;SAN FERMO;00392050035;28887;103050;OMEGNA;CRUSINALLO;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/04/2007;28/02/2013;Ordinaria;1;45,8706685547757;8,41762425790799;1
1050;57105;Via Gravellona, 2;ALLEGRI ROSSI;00213090038;28881;103019;CASALE CORTE CERRO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;28/02/2013;Ordinaria;1;45,916905;8,414895;1
1050;57105;Via Gravellona, 2;ALLEGRI DR.SSA ELISABETTA;02307670030;28881;103019;CASALE CORTE CERRO;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/03/2013;-;Ordinaria;1;45,916905;8,414895;1
1051;57164;Via Roma, 64;ROSSI;01027630035;28897;103069;VALSTRONA;-;103;VB;VERBANO CUSIO OSSOLA;010;PIEMONTE;01/01/2005;-;Ordinaria;1;45,9070511;8,3399584;1
